players,type,year,sold_price
Virat Kohli,Batsman,2025,210000000.0
Rajat Patidar,Batsman,2025,110000000.0
Yash Dayal,Bowler,2025,50000000.0
Jasprit Bumrah,Bowler,2025,180000000.0
Suryakumar Yadav,Batsman,2025,163500000.0
Hardik Pandya,All-Rounder,2025,163500000.0
Rohit Sharma,Batsman,2025,163000000.0
Tilak Varma,All-Rounder,2025,80000000.0
Heinrich Klaasen,Batsman,2025,230000000.0
Pat Cummins,All-Rounder,2025,180000000.0
Abhishek Sharma,All-Rounder,2025,140000000.0
Travis Head,Batsman,2025,140000000.0
Nitish Kumar Reddy,All-Rounder,2025,60000000.0
Ruturaj Gaikwad,Batsman,2025,180000000.0
Ravindra Jadeja,All-Rounder,2025,180000000.0
Matheesha Pathirana,Bowler,2025,130000000.0
Shivam Dube,All-Rounder,2025,120000000.0
MS Dhoni,Batsman,2025,40000000.0
Axar Patel,All-Rounder,2025,165000000.0
Kuldeep Yadav,Bowler,2025,132500000.0
Tristan Stubbs,Batsman,2025,100000000.0
Abishek Porel,Batsman,2025,40000000.0
Rinku Singh,Batsman,2025,130000000.0
Varun Chakravarthy,All-Rounder,2025,120000000.0
Sunil Narine,Bowler,2025,120000000.0
Andre Russell,All-Rounder,2025,120000000.0
Harshit Rana,Bowler,2025,40000000.0
Ramandeep Singh,All-Rounder,2025,40000000.0
Sanju Samson,Batsman,2025,180000000.0
Yashasvi Jaiswal,All-Rounder,2025,180000000.0
Riyan Parag,All-Rounder,2025,140000000.0
Dhruv Jurel,Batsman,2025,140000000.0
Shimron Hetmyer,Batsman,2025,110000000.0
Sandeep Sharma,Bowler,2025,40000000.0
Rashid Khan,Bowler,2025,180000000.0
Shubman Gill,Batsman,2025,165000000.0
Sai Sudharsan,All-Rounder,2025,85000000.0
Rahul Tewatia,All-Rounder,2025,40000000.0
M Shahrukh Khan,All-Rounder,2025,40000000.0
Nicholas Pooran,Batsman,2025,210000000.0
Ravi Bishnoi,Bowler,2025,110000000.0
Mayank Yadav,Bowler,2025,110000000.0
Mohsin Khan,Bowler,2025,40000000.0
Ayush Badoni,All-Rounder,2025,40000000.0
Shashank Singh,All-Rounder,2025,55000000.0
Prabhsimran Singh,Batsman,2025,40000000.0
Jos Buttler,Batsman,2025,157500000.0
Shreyas Iyer,Batsman,2025,267500000.0
Rishabh Pant,Batsman,2025,270000000.0
Kagiso Rabada,Bowler,2025,107500000.0
Arshdeep Singh,Bowler,2025,180000000.0
Mitchell Starc,Bowler,2025,117500000.0
Yuzvendra Chahal,Bowler,2025,180000000.0
Liam Livingstone,All-Rounder,2025,87500000.0
David Miller,Batsman,2025,75000000.0
KL Rahul,Batsman,2025,140000000.0
Mohammed Shami,Bowler,2025,100000000.0
Mohammed Siraj,Bowler,2025,122500000.0
Harry Brook,Batsman,2025,62500000.0
Devon Conway,Batsman,2025,62500000.0
Jake Fraser-McGurk,Batsman,2025,90000000.0
Aiden Markram,Batsman,2025,20000000.0
Devdutt Padikkal,Batsman,2025,20000000.0
Rahul Tripathi,Batsman,2025,34000000.0
Ravichandran Ashwin,All-Rounder,2025,97500000.0
Venkatesh Iyer,All-Rounder,2025,237500000.0
Mitchell Marsh,All-Rounder,2025,34000000.0
Glenn Maxwell,All-Rounder,2025,42000000.0
Harshal Patel,All-Rounder,2025,80000000.0
Rachin Ravindra,All-Rounder,2025,40000000.0
Marcus Stoinis,All-Rounder,2025,110000000.0
Quinton de Kock,Batsman,2025,36000000.0
Rahmanullah Gurbaz,Batsman,2025,20000000.0
Ishan Kishan,Batsman,2025,112500000.0
Phil Salt,Batsman,2025,115000000.0
Jitesh Sharma,Batsman,2025,110000000.0
Khaleel Ahmed,Bowler,2025,48000000.0
Trent Boult,Bowler,2025,125000000.0
Josh Hazlewood,Bowler,2025,125000000.0
Avesh Khan,Bowler,2025,97500000.0
Prasidh Krishna,Bowler,2025,95000000.0
T Natarajan,Bowler,2025,107500000.0
Anrich Nortje,Bowler,2025,65000000.0
Noor Ahmad,Bowler,2025,100000000.0
Rahul Chahar,Bowler,2025,32000000.0
Wanindu Hasaranga,Bowler,2025,52500000.0
Maheesh Theekshana,Bowler,2025,44000000.0
Adam Zampa,Bowler,2025,24000000.0
Abhinav Manohar,Batsman,2025,32000000.0
Karun Nair,Batsman,2025,5000000.0
Angkrish Raghuvanshi,Batsman,2025,30000000.0
Atharva Taide,Batsman,2025,3000000.0
Nehal Wadhera,Batsman,2025,42000000.0
Harpreet Brar,All-Rounder,2025,15000000.0
Naman Dhir,All-Rounder,2025,52500000.0
Mahipal Lomror,All-Rounder,2025,17000000.0
Sameer Rizvi,All-Rounder,2025,9500000.0
Abdul Samad,All-Rounder,2025,42000000.0
Vijay Shankar,All-Rounder,2025,12000000.0
Ashutosh Sharma,All-Rounder,2025,38000000.0
Nishant Sindhu,All-Rounder,2025,3000000.0
Aryan Juyal,Batsman,2025,3000000.0
Kumar Kushagra,Batsman,2025,6500000.0
Robin Minz,Batsman,2025,6500000.0
Anuj Rawat,Batsman,2025,3000000.0
Luvnith Sisodia,Batsman,2025,3000000.0
Vishnu Vinod,Batsman,2025,9500000.0
Vaibhav Arora,Bowler,2025,18000000.0
Rasikh Salam,Bowler,2025,60000000.0
Akash Madhwal,Bowler,2025,12000000.0
Mohit Sharma,Bowler,2025,22000000.0
Simarjeet Singh,Bowler,2025,15000000.0
Yash Thakur,Bowler,2025,16000000.0
Vijaykumar Vyshak,Bowler,2025,18000000.0
Shreyas Gopal,Bowler,2025,3000000.0
Mayank Markande,Bowler,2025,3000000.0
Suyash Sharma,Bowler,2025,26000000.0
Karn Sharma,Bowler,2025,5000000.0
Kumar Kartikeya,Bowler,2025,3000000.0
Manav Suthar,Bowler,2025,3000000.0
Faf du Plessis,Batsman,2025,20000000.0
Glenn Phillips,Batsman,2025,20000000.0
Rovman Powell,Batsman,2025,15000000.0
Ajinkya Rahane,Batsman,2025,15000000.0
Sam Curran,All-Rounder,2025,24000000.0
Marco Jansen,All-Rounder,2025,70000000.0
Krunal Pandya,All-Rounder,2025,57500000.0
Nitish Rana,All-Rounder,2025,42000000.0
Washington Sundar,All-Rounder,2025,32000000.0
Donovan Ferreira,Batsman,2025,7500000.0
Josh Inglis,Batsman,2025,26000000.0
Ryan Rickelton,Batsman,2025,10000000.0
Deepak Chahar,Bowler,2025,92500000.0
Gerald Coetzee,Bowler,2025,24000000.0
Akash Deep,Bowler,2025,80000000.0
Tushar Deshpande,Bowler,2025,65000000.0
Lockie Ferguson,Bowler,2025,20000000.0
Bhuvneshwar Kumar,Bowler,2025,107500000.0
Mukesh Kumar,Bowler,2025,80000000.0
AM Ghazanfar,Bowler,2025,48000000.0
Swastik Chikara,Batsman,2025,3000000.0
Shubham Dubey,Batsman,2025,8000000.0
Shaik Rasheed,Batsman,2025,3000000.0
Himmat Singh,Batsman,2025,3000000.0
Anshul Kamboj,All-Rounder,2025,34000000.0
Arshad Khan,All-Rounder,2025,13000000.0
Darshan Nalkande,All-Rounder,2025,3000000.0
Anukul Roy,All-Rounder,2025,4000000.0
Swapnil Singh,All-Rounder,2025,5000000.0
Vansh Bedi,Batsman,2025,5500000.0
Kunal Singh Rathore,Batsman,2025,3000000.0
Gurnoor Brar,Bowler,2025,13000000.0
Mukesh Choudhary,Bowler,2025,3000000.0
Arjun Tendulkar,Bowler,2025,3000000.0
Zeeshan Ansari,Bowler,2025,4000000.0
Manimaran Siddharth,Bowler,2025,7500000.0
Digvesh Singh,Bowler,2025,3000000.0
Manish Pandey,Batsman,2025,7500000.0
Sherfane Rutherford,Batsman,2025,26000000.0
Shahbaz Ahmed,All-Rounder,2025,24000000.0
Moeen Ali,All-Rounder,2025,20000000.0
Tim David,All-Rounder,2025,30000000.0
Deepak Hooda,All-Rounder,2025,17000000.0
Will Jacks,All-Rounder,2025,52500000.0
Azmatullah Omarzai,All-Rounder,2025,24000000.0
Sai Kishore,All-Rounder,2025,20000000.0
Romario Shepherd,All-Rounder,2025,15000000.0
Spencer Johnson,Bowler,2025,28000000.0
Umran Malik,Bowler,2025,7500000.0
Ishant Sharma,Bowler,2025,7500000.0
Nuwan Thushara,Bowler,2025,16000000.0
Jaydev Unadkat,Bowler,2025,10000000.0
Sachin Baby,Batsman,2025,3000000.0
Harnoor Singh,Batsman,2025,3000000.0
C Andre Siddarth,Batsman,2025,3000000.0
Yudhvir Singh,All-Rounder,2025,3500000.0
Rajvardhan Hangargekar,All-Rounder,2025,3000000.0
Arshin Kulkarni,All-Rounder,2025,3000000.0
Ashwani Kumar,Bowler,2025,3000000.0
Akash Singh,Bowler,2025,3000000.0
Gurjapneet Singh,Bowler,2025,22000000.0
Matthew Breetzke,Batsman,2025,7500000.0
Mitchell Santner,All-Rounder,2025,20000000.0
Jayant Yadav,All-Rounder,2025,7500000.0
Fazalhaq Farooqi,Bowler,2025,20000000.0
Kwena Maphaka,Bowler,2025,15000000.0
Kuldeep Sen,Bowler,2025,8000000.0
Reece Topley,Bowler,2025,7500000.0
Lizaad Williams,Bowler,2025,7500000.0
Priyansh Arya,All-Rounder,2025,38000000.0
Manoj Bhandage,All-Rounder,2025,3000000.0
Praveen Dubey,All-Rounder,2025,3000000.0
Ajay Mandal,All-Rounder,2025,3000000.0
Vipraj Nigam,All-Rounder,2025,5000000.0
Krishnan Shrijith,Batsman,2025,3000000.0
Mohit Rathee,Bowler,2025,3000000.0
Jacob Bethell,All-Rounder,2025,26000000.0
Brydon Carse,All-Rounder,2025,10000000.0
Aaron Hardie,All-Rounder,2025,12500000.0
Kamindu Mendis,All-Rounder,2025,7500000.0
Dushmantha Chameera,Bowler,2025,7500000.0
Nathan Ellis,Bowler,2025,20000000.0
Shamar Joseph,Bowler,2025,7500000.0
Aniket Verma,Batsman,2025,3000000.0
Raj Bawa,All-Rounder,2025,3000000.0
Musheer Khan,All-Rounder,2025,3000000.0
Manvanth Kumar,All-Rounder,2025,3000000.0
Suryansh Shedge,All-Rounder,2025,3000000.0
Kulwant Khejroliya,Bowler,2025,3000000.0
Prince Yadav,Bowler,2025,3000000.0
Jamie Overton,All-Rounder,2025,15000000.0
Xavier Bartlett,Bowler,2025,8000000.0
Lungi Ngidi,Bowler,2025,10000000.0
Kamlesh Nagarkoti,All-Rounder,2025,3000000.0
Abhinandan Singh,Bowler,2025,3000000.0
Karim Janat,All-Rounder,2025,7500000.0
Pyla Avinash,Batsman,2025,3000000.0
Ramakrishna Ghosh,All-Rounder,2025,3000000.0
Satyanarayana Raju,Bowler,2025,3000000.0
Bevon Jacobs,Batsman,2025,3000000.0
Ashok Sharma,Bowler,2025,3000000.0
Vaibhav Suryavanshi,Batsman,2025,11000000.0
Eshan Malinga,Bowler,2025,12000000.0
Tripurana Vijay,All-Rounder,2025,3000000.0
Madhav Tiwari,All-Rounder,2025,4000000.0
Vignesh Puthur,All-Rounder,2025,3000000.0
Jofra Archer,Bowler,2025,125000000.0
Avanish Rao Aravelly,Wicket-Keeper,2024,2000000
Mustafizur Rahman,Bowler,2024,20000000
Daryl Mitchell,All-Rounder,2024,140000000
Sameer Rizvi,Batsman,2024,84000000
Rachin Ravindra,All-Rounder,2024,18000000
Shardul Thakur,All-Rounder,2024,40000000
Ricky Bhui,Wicket-Keeper,2024,2000000
Sumit Kumar,All-Rounder,2024,10000000
Swastik Chhikara,Batsman,2024,2000000
Jhye Richardson,Bowler,2024,50000000
Shai Hope,Wicket-Keeper,2024,7500000
Rasikh Dar,Bowler,2024,2000000
Kumar Kushagra,Wicket-Keeper,2024,72000000
Tristan Stubbs,Wicket-Keeper,2024,5000000
Harry Brook,Batsman,2024,40000000
Kartik Tyagi,Bowler,2024,6000000
Spencer Johnson,Bowler,2024,100000000
Manav Suthar,Bowler,2024,2000000
Robin Minz,Wicket-Keeper,2024,36000000
Sushant Mishra,Bowler,2024,22000000
Azmatullah Omarzai,All-Rounder,2024,5000000
Shahrukh Khan,All-Rounder,2024,74000000
Umesh Yadav,Bowler,2024,58000000
Mujeeb Rahman,Bowler,2024,20000000
Manish Pandey,Batsman,2024,5000000
Gus Atkinson,Bowler,2024,10000000
Angkrish Raghuvanshi,Batsman,2024,2000000
Mitchell Starc,Bowler,2024,247500000
Sherfane Rutherford,Batsman,2024,15000000
Ramandeep Singh,All-Rounder,2024,2000000
K.S. Bharat,Wicket-Keeper,2024,5000000
Chetan Sakariya,Bowler,2024,5000000
Sakib Hussain,Bowler,2024,2000000
Ashton Turner,Batsman,2024,10000000
David Willey,All-Rounder,2024,20000000
M. Siddharth,Bowler,2024,24000000
Shivam Mavi,Bowler,2024,64000000
Arshin Kulkarni,All-Rounder,2024,2000000
Mohd. Arshad Khan,All-Rounder,2024,2000000
Dilshan Madushanka,Bowler,2024,46000000
Shreyas Gopal,Bowler,2024,2000000
Shivalik Sharma,All-Rounder,2024,2000000
Anshul Kamboj,All-Rounder,2024,2000000
Mohammad Nabi,All-Rounder,2024,15000000
Naman Dhir,All-Rounder,2024,2000000
Nuwan Thushara,Bowler,2024,48000000
Gerald Coetzee,All-Rounder,2024,50000000
Chris Woakes,All-Rounder,2024,42000000
Tanay Thyagarajann,All-Rounder,2024,2000000
Vishwanath Pratap Singh,All-Rounder,2024,2000000
Ashutosh Sharma,All-Rounder,2024,2000000
Shashank Singh,Batsman,2024,2000000
Rilee Rossouw,Batsman,2024,80000000
Prince Choudhary,Bowler,2024,2000000
Harshal Patel,All-Rounder,2024,117500000
Shubham Dubey,Batsman,2024,58000000
Rovman Powell,Batsman,2024,74000000
Abid Mushtaq,All-Rounder,2024,2000000
Nandre Burger,Bowler,2024,5000000
Tom Kohler-Cadmore,Wicket-Keeper,2024,4000000
Lockie Ferguson,Bowler,2024,20000000
Tom Curran,All-Rounder,2024,15000000
Saurav Chuahan,Batsman,2024,2000000
Alzarri Joseph,Bowler,2024,115000000
Swapnil Singh,All-Rounder,2024,2000000
Yash Dayal,Bowler,2024,50000000
Jhathavedh Subramanyan,Bowler,2024,2000000
Akash Singh,Bowler,2024,2000000
Jaydev Unadkat,Bowler,2024,16000000
Wanindu Hasaranga,All-Rounder,2024,15000000
Pat Cummins,All-Rounder,2024,205000000
Travis Head,Batsman,2024,68000000
Ben Stokes,All-Rounder,2023,162500000.0
Ravindra Jadeja,All-Rounder,2023,160000000.0
Deepak Chahar,Bowler,2023,140000000.0
MS Dhoni,Wicket-Keeper,2023,120000000.0
Moeen Ali,All-Rounder,2023,80000000.0
Ambati Rayudu,Batsman,2023,67500000.0
Ruturaj Gaikwad,Batsman,2023,60000000.0
Shivam Dube,All-Rounder,2023,40000000.0
Mitchell Santner,All-Rounder,2023,19000000.0
Rajvardhan Hangargekar,Bowler,2023,15000000.0
Prashant Solanki,Bowler,2023,12000000.0
Kyle Jamieson,Bowler,2023,10000000.0
Devon Conway,Batsman,2023,10000000.0
Maheesh Theekshana,Bowler,2023,7000000.0
Nishant Sindhu,All-Rounder,2023,6000000.0
Ajinkya Rahane,Batsman,2023,5000000.0
Dwaine Pretorius,All-Rounder,2023,5000000.0
Matheesha Pathirana,Bowler,2023,2000000.0
Mukesh Choudhary,Bowler,2023,2000000.0
Shaik Rasheed,Batsman,2023,2000000.0
Simarjeet Singh,Bowler,2023,2000000.0
Subhranshu Senapati,Batsman,2023,2000000.0
Bhagath Varma,All-Rounder,2023,2000000.0
Ajay Mandal,All-Rounder,2023,2000000.0
Tushar Deshpande,Bowler,2023,2000000.0
Rishabh Pant,Wicket-Keeper,2023,160000000.0
Axar Patel,All-Rounder,2023,120000000.0
Prithvi Shaw,Batsman,2023,80000000.0
Mitchell Marsh,All-Rounder,2023,65000000.0
Anrich Nortje,Bowler,2023,65000000.0
David Warner,Batsman,2023,62500000.0
Mukesh Kumar,Bowler,2023,55000000.0
Khaleel Ahmed,Bowler,2023,52500000.0
Rilee Rossouw,Batsman,2023,46000000.0
Chetan Sakariya,Bowler,2023,42000000.0
Rovman Powell,Batsman,2023,28000000.0
Manish Pandey,Batsman,2023,24000000.0
Mustafizur Rahman,Bowler,2023,20000000.0
Kuldeep Yadav,Bowler,2023,20000000.0
Philip Salt,Wicket-Keeper,2023,20000000.0
Kamlesh Nagarkoti,Bowler,2023,11000000.0
Lalit Yadav,All-Rounder,2023,6500000.0
Ishant Sharma,Bowler,2023,5000000.0
Lungi Ngidi,Bowler,2023,5000000.0
Pravin Dubey,Bowler,2023,5000000.0
Yash Dhull,Batsman,2023,5000000.0
