players,type,year,sold_price,unique_id
Shikhar Dhawan,Batsman,2023,82500000.0,NCMDPL
Jonny Bairstow,Wicket-Keeper,2023,67500000.0,4S5BN0
Rahul Chahar,Bowler,2023,52500000.0,2MTMU9
Arshdeep Singh,Bowler,2023,40000000.0,ICFG1Z
Harpreet Brar,Bowler,2023,38000000.0,ANCNX1
Raj Bawa,All-Rounder,2023,20000000.0,GXQLF8
Nathan Ellis,Bowler,2023,7500000.0,VT3K60
Prabhsimran Singh,Wicket-Keeper,2023,6000000.0,KVRMNM
Rishi Dhawan,All-Rounder,2023,5500000.0,EAJWLR
Sikandar Raza,All-Rounder,2023,5000000.0,64SSEW
Bhanuka Rajapaksa,Batsman,2023,5000000.0,9I9RKI
Harpreet Singh Bhatia,Batsman,2023,4000000.0,H1RXOB
Atharva Taide,Batsman,2023,2000000.0,1BUBE9
Mohit Rathee,All-Rounder,2023,2000000.0,4Q63DU
Shivam Singh,All-Rounder,2023,2000000.0,OPANKS
Vidhwath Kaverappa,Bowler,2023,2000000.0,IZPQ8T
Jitesh Sharma,Wicket-Keeper,2023,2000000.0,6ENOKG
Baltej Singh,Bowler,2023,2000000.0,F6TTU9
Virat Kohli,Batsman,2023,150000000.0,PW30OT
Glenn Maxwell,All-Rounder,2023,110000000.0,3PR9PC
Harshal Patel,Bowler,2023,107500000.0,WI4F2M
Wanindu Hasaranga,All-Rounder,2023,107500000.0,SHWL9H
Josh Hazlewood,Bowler,2023,77500000.0,IA3RL6
Faf du Plessis,Batsman,2023,70000000.0,Y6HKVZ
Mohammed Siraj,Bowler,2023,70000000.0,ZUUU7T
Dinesh Karthik,Wicket-Keeper,2023,55000000.0,QTJ5DD
Anuj Rawat,Wicket-Keeper,2023,34000000.0,9KJFK7
Will Jacks,Batsman,2023,32000000.0,WVUXJK
Shahbaz Ahmed,All-Rounder,2023,24000000.0,53BKV3
David Willey,Bowler,2023,20000000.0,7TU0FR
Reece Topley,Bowler,2023,19000000.0,AONKA9
Mahipal Lomror,All-Rounder,2023,9500000.0,9AWVXR
Finn Allen,Batsman,2023,8000000.0,JX60LZ
Siddarth Kaul,Bowler,2023,7500000.0,T1EMX4
Rajan Kumar,Bowler,2023,7000000.0,ZHRSAC
Avinash Singh,Bowler,2023,6000000.0,GQDRWL
Karn Sharma,Bowler,2023,5000000.0,6M33O3
Suyash Prabhudessai,Batsman,2023,3000000.0,4SBG65
Sonu Yadav,All-Rounder,2023,2000000.0,HQVZ7N
Manoj Bhandage,All-Rounder,2023,2000000.0,MKRKZ8
Akash Deep,Bowler,2023,2000000.0,BTVW99
Himanshu Sharma,Bowler,2023,2000000.0,546EPJ
Rajat Patidar,Batsman,2023,2000000.0,1BI2VX
Sanju Samson,Wicket-Keeper,2023,140000000.0,GXQLYB
Prasidh Krishna,Bowler,2023,100000000.0,EJMUNV
Jos Buttler,Wicket-Keeper,2023,100000000.0,EPO2DU
Shimron Hetmyer,Batsman,2023,85000000.0,XQA4IM
Trent Boult,Bowler,2023,80000000.0,KC6XYT
Devdutt Padikkal,Batsman,2023,77500000.0,W6SDBT
Yuzvendra Chahal,Bowler,2023,65000000.0,TL6N4F
Jason Holder,All-Rounder,2023,57500000.0,HH0ZKG
Ravichandran Ashwin,All-Rounder,2023,50000000.0,GZIVCV
Yashasvi Jaiswal,Batsman,2023,40000000.0,AIUTBG
Riyan Parag,Batsman,2023,38000000.0,KITRL7
Navdeep Saini,Bowler,2023,26000000.0,71QU59
Adam Zampa,Bowler,2023,15000000.0,EKGC7V
Joe Root,Batsman,2023,10000000.0,OWOZJ4
Obed McCoy,Bowler,2023,7500000.0,LXN2LB
D Ferreira,Wicket-Keeper,2023,5000000.0,GPQZIV
KM Asif,Bowler,2023,3000000.0,XFJBSZ
KC Cariappa,Bowler,2023,3000000.0,J3OOGK
Kuldeep Sen,Bowler,2023,2000000.0,CRUYZS
Dhruv Jurel,Wicket-Keeper,2023,2000000.0,D3SUIL
Kunal Singh Rathore,Wicket-Keeper,2023,2000000.0,Q6O8V9
Abdul Basith,All-Rounder,2023,2000000.0,DGKDAH
Akash Vasisht,All-Rounder,2023,2000000.0,3UN0P9
Murugan Ashwin,Bowler,2023,2000000.0,G4LAVL
Kuldip Yadav,Bowler,2023,2000000.0,8T8JFJ
Harry Brook,Batsman,2023,132500000.0,83GWYW
Washington Sundar,All-Rounder,2023,87500000.0,CX3CLY
Rahul Tripathi,Batsman,2023,85000000.0,PEYJE5
Mayank Agarwal,Batsman,2023,82500000.0,LL5KVF
Abhishek Sharma,All-Rounder,2023,65000000.0,FCO4DS
Heinrich Klaasen,Wicket-Keeper,2023,52500000.0,401D9A
Bhuvneshwar Kumar,Bowler,2023,42000000.0,LT8GWR
Marco Jansen,Bowler,2023,42000000.0,DLKBW8
Abdul Samad,Batsman,2023,40000000.0,RH7L23
Umran Malik,Bowler,2023,40000000.0,2ZI81B
T Natarajan,Bowler,2023,40000000.0,6SAAQZ
Kartik Tyagi,Bowler,2023,40000000.0,R2JBXX
Aiden Markram,Batsman,2023,26000000.0,MHI7AD
Vivrant Sharma,All-Rounder,2023,26000000.0,U54PWH
Adil Rashid,Bowler,2023,20000000.0,GDRWYO
Mayank Dagar,All-Rounder,2023,18000000.0,VNUNDC
Glenn Phillips,Wicket-Keeper,2023,15000000.0,QNZHYG
Akeal Hosein,Bowler,2023,10000000.0,4ZLAZI
Mayank Markande,Bowler,2023,5000000.0,VK17I4
Fazalhaq Farooqi,Bowler,2023,5000000.0,3T5800
Upendra Yadav,Wicket-Keeper,2023,2500000.0,93BO11
Sanvir Singh,All-Rounder,2023,2000000.0,7RKFCW
Samarth Vyas,All-Rounder,2023,2000000.0,60G57B
Nitish Kumar Reddy,Wicket-Keeper,2023,2000000.0,ZR6IAI
Anmolpreet Singh,Batsman,2023,2000000.0,G64IIE
Robin Uthappa,Batsman,2022,20000000.0,ZM72D6
Dwayne Bravo,All-Rounder,2022,44000000.0,G2KEBI
Ambati Rayudu,Wicket-Keeper,2022,67500000.0,78CV12
Deepak Chahar,Bowler,2022,140000000.0,HCMOIN
C.Hari Nishaanth,Batsman,2022,2000000.0,WXJQ1B
N. Jagadeesan,Wicket-Keeper,2022,2000000.0,55A1MW
K.M. Asif,Bowler,2022,2000000.0,TNQZ1T
Tushar Deshpande,Bowler,2022,2000000.0,3HZ41I
Shivam Dube,All-Rounder,2022,40000000.0,7HGK5B
Chris Jordan,All-Rounder,2022,36000000.0,RMKONX
Maheesh Theekshana,Bowler,2022,7000000.0,7DM32H
Rajvardhan Hangargekar,All-Rounder,2022,15000000.0,8OQNSM
Simarjeet Singh,Bowler,2022,2000000.0,WYVGC3
Devon Conway,Batsman,2022,10000000.0,4IUN9W
Dwaine Pretorius,All-Rounder,2022,5000000.0,L6W6G1
Mitchell Santner,All-Rounder,2022,19000000.0,Z597LC
Adam Milne,Bowler,2022,19000000.0,6D2OIR
Subhranshu Senapati,Batsman,2022,2000000.0,NXEV1T
Mukesh Choudhary,Bowler,2022,2000000.0,QQBQ6R
Prashant Solanki,Bowler,2022,12000000.0,XSGVH4
K.Bhagath Varma,All-Rounder,2022,2000000.0,XM57KU
David Warner,Batsman,2022,62500000.0,AAVQOQ
Mitchell Marsh,All-Rounder,2022,65000000.0,9Z4BID
Mustafizur Rahman,Bowler,2022,20000000.0,HRYYH1
Shardul Thakur,Bowler,2022,107500000.0,75QCHD
Kuldeep Yadav,Bowler,2022,20000000.0,03GUM9
Ashwin Hebbar,Batsman,2022,2000000.0,W08YSS
Sarfaraz Khan,All-Rounder,2022,2000000.0,30H9Y7
Kamlesh Nagarkoti,All-Rounder,2022,11000000.0,8Y1PSF
K.S. Bharat,Wicket-Keeper,2022,20000000.0,F4DYNV
Mandeep Singh,Batsman,2022,11000000.0,KXKTHE
Syed Khaleel Ahmed,Bowler,2022,52500000.0,IL53ZO
Lungisani Ngidi,Bowler,2022,5000000.0,FLTE9K
Chetan Sakariya,Bowler,2022,42000000.0,0419KB
Yash Dhull,All-Rounder,2022,5000000.0,9XS0LL
Vicky Ostwal,All-Rounder,2022,2000000.0,YYUHH5
Ripal Patel,All-Rounder,2022,2000000.0,ZQYSEG
Lalit Yadav,All-Rounder,2022,6500000.0,J5WXIL
Rovman Powell,Batsman,2022,28000000.0,CPA4TA
Tim Seifert,Wicket-Keeper,2022,5000000.0,2O7NX9
Pravin Dubey,All-Rounder,2022,5000000.0,KWA61J
Mohammad Shami,Bowler,2022,62500000.0,26VZ8P
David Miller,Batsman,2022,30000000.0,7E9RI3
Jason Roy,Batsman,2022,20000000.0,XDPG5Y
Wriddhiman Saha,Wicket-Keeper,2022,19000000.0,DXJ8BD
Matthew Wade,Wicket-Keeper,2022,24000000.0,DA3IDF
Lockie Ferguson,Bowler,2022,100000000.0,F9D61D
Abhinav Sadarangani,Batsman,2022,26000000.0,4AGL87
Rahul Tewatia,All-Rounder,2022,90000000.0,U9YPHI
Noor Ahmad,Bowler,2022,3000000.0,ZNO879
R. Sai Kishore,Bowler,2022,30000000.0,P3TU1V
Dominic Drakes,All-Rounder,2022,11000000.0,GO3W7Q
Vijay Shankar,All-Rounder,2022,14000000.0,B8LU1C
Jayant Yadav,All-Rounder,2022,17000000.0,5GUP1I
Darshan Nalkande,All-Rounder,2022,2000000.0,DH3CYK
Yash Dayal,Bowler,2022,32000000.0,SOCG50
B. Sai Sudharsan,All-Rounder,2022,2000000.0,O3P3YT
Gurkeerat Singh,All-Rounder,2022,5000000.0,DKNPQC
Alzarri Joseph,Bowler,2022,24000000.0,OTXH10
Varun Aaron,Bowler,2022,5000000.0,60BGMW
Pradeep Sangwan,All-Rounder,2022,2000000.0,81B5DK
Pat Cummins,All-Rounder,2022,72500000.0,Y99G1S
Shreyas Iyer,Batsman,2022,122500000.0,GBGXSM
Mohammad Nabi,All-Rounder,2022,10000000.0,TOKR92
Nitish Rana,All-Rounder,2022,80000000.0,BH3FJ4
Sam Billings,Wicket-Keeper,2022,20000000.0,FL6LTZ
Umesh Yadav,Bowler,2022,20000000.0,NNB2T6
Shivam Mavi,All-Rounder,2022,72500000.0,28SZHS
Sheldon Jackson,Wicket-Keeper,2022,6000000.0,JTIF6V
Ajinkya Rahane,Batsman,2022,10000000.0,6DY5F1
Rinku Singh,Batsman,2022,5500000.0,3HQYHW
Anukul Roy,All-Rounder,2022,2000000.0,Z0WJPJ
Alex Hales,Batsman,2022,15000000.0,3QNWIL
Rasikh Dar,Bowler,2022,2000000.0,CBEO14
Tim Southee,Bowler,2022,15000000.0,6V2OXI
Baba Indrajith,Wicket-Keeper,2022,2000000.0,JPVKZ3
Chamika Karunaratne,All-Rounder,2022,5000000.0,EE1DIO
Abhijeet Tomar,Batsman,2022,4000000.0,S9Q27P
Aman Khan,All-Rounder,2022,2000000.0,GICO7O
Ramesh Kumar,Batsman,2022,2000000.0,GV178A
Pratham Singh,Batsman,2022,2000000.0,DIBKKA
Ashok Sharma,Bowler,2022,5500000.0,DPBUN8
Quinton De Kock,Wicket-Keeper,2022,67500000.0,F8WNFU
Manish Pandey,Batsman,2022,46000000.0,E9A47M
Jason Holder,All-Rounder,2022,87500000.0,HH0ZKG
Deepak Hooda,All-Rounder,2022,57500000.0,TDZYMR
Krunal Pandya,All-Rounder,2022,82500000.0,BEVT27
Mark Wood,Bowler,2022,75000000.0,KDZ9FO
Avesh Khan,Bowler,2022,100000000.0,AT1H8M
Ankit Singh Rajpoot,Bowler,2022,5000000.0,QGFRKZ
K. Gowtham,All-Rounder,2022,9000000.0,3UIIQ5
Dushmanta Chameera,Bowler,2022,20000000.0,LH8R0G
Shahbaz Nadeem,Bowler,2022,5000000.0,4LXLKO
